datetime,TOA,Clear sky GHI,Clear sky BHI,Clear sky DHI,Clear sky BNI,GHI,DHI,DNI,Temperature,Dew Point,Wind Speed,Wind Direction,Relative Humidity,Pressure,Surface solar radiation downwards
2018-01-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.772730000000024,6.507380000000012,2.3140107662958376,21.058343970163406,85.67804803048585,1019.76,0.0
2018-01-15 07:00:00,21.9495,8.3177,2.953,5.3646,51.8144,3.3966,3.3966,0.0,8.536830000000009,6.391700000000014,2.7914630232325126,33.63490970963712,86.36582718722491,1020.305,0.0
2018-01-15 08:00:00,243.3635,146.7868,99.577,47.2098,540.4103,125.4367,41.1311,416.6026,8.408350000000041,5.56143000000003,3.1879969214505715,45.54995030925377,82.25963223131423,1020.95875,4480.0
2018-01-15 09:00:00,482.6869,343.0168,271.3157,71.7011,785.6035,256.3407,103.0344,444.4136,8.86605000000003,6.549220000000048,3.383901515577002,49.41683583937461,85.38496598709474,1021.57375,103872.0
2018-01-15 10:00:00,671.0629,506.9504,421.9066,85.0438,883.3133,317.2112,189.4336,249.7968,10.375850000000014,5.787440000000004,3.518221844829153,51.927491861906894,73.19888934906987,1022.5494,589760.0
2018-01-15 11:00:00,795.6569,617.6619,525.1722,92.4897,928.4073,443.0324,161.1903,510.2494,10.526850000000024,6.009500000000003,3.785329428381419,42.99621555103412,73.58742808071929,1022.42,897600.0
2018-01-15 12:00:00,847.979,664.6832,568.9428,95.7404,943.9874,517.1609,246.4635,449.3545,11.258000000000038,5.552850000000035,4.42662449701896,36.02333641786371,67.91396030817697,1021.6931,1656768.0
2018-01-15 13:00:00,824.4632,643.8101,548.5285,95.2816,935.9495,477.2739,287.939,325.036,11.784750000000033,5.211180000000013,4.899811381079138,33.0870067509803,64.04968269304563,1021.06875,1842112.0
2018-01-15 14:00:00,726.711,556.6284,465.7044,90.924,900.8352,514.9638,133.8902,737.7786,12.5505,3.870840000000044,5.1063426938504834,31.179513046131675,55.450415727346105,1020.4131,1796928.0
2018-01-15 15:00:00,561.3832,410.3018,328.9292,81.3725,821.0508,296.7031,158.1693,332.6082,12.86605000000003,3.3105000000000477,5.132132642117699,32.10657655676395,52.2115208715048,1020.3331,1698240.0
